title,speaker,duration,url
Ethical dilemma: Should knowledge be free?,Michael Vazquez and Will Kanwischer,05:40,https://ted.com/talks/michael_vazquez_and_will_kanwischer_ethical_dilemma_should_knowledge_be_free
The dark history of Graham crackers,Stephanie Honchell Smith,05:23,https://ted.com/talks/stephanie_honchell_smith_the_dark_history_of_graham_crackers
How much do you really know about Ancient Rome?,Stephanie Honchell Smith,06:00,https://ted.com/talks/stephanie_honchell_smith_how_much_do_you_really_know_about_ancient_rome
A spine-tingling dance of light and shadow,Tony Testa,02:34,https://ted.com/talks/tony_testa_a_spine_tingling_dance_of_light_and_shadow
Why do so many cultures have dragon legends?,Timothy J. Burbery,05:10,https://ted.com/talks/timothy_j_burbery_why_do_so_many_cultures_have_dragon_legends
Would you eat a ghost pepper for a prize?,Dan Kwartler,04:58,https://ted.com/talks/dan_kwartler_would_you_eat_a_ghost_pepper_for_a_prize
The trillion dollar paradox,George Zaidan,05:21,https://ted.com/talks/george_zaidan_the_trillion_dollar_paradox
How I turned frustration into creative success,Joshua Schachter,04:45,https://ted.com/talks/joshua_schachter_how_i_turned_frustration_into_creative_success
When should you break a promise?,Michael Vazquez and Sarah Stroud,04:30,https://ted.com/talks/michael_vazquez_and_sarah_stroud_when_should_you_break_a_promise
Can you survive a Komodo dragon bite?,Achmad Ariefiandy,05:45,https://ted.com/talks/achmad_ariefiandy_can_you_survive_a_komodo_dragon_bite
How much does it cost to fly private?,Rachel Yang,05:10,https://ted.com/talks/rachel_yang_how_much_does_it_cost_to_fly_private
The clever trick used by sports betting apps,Shannon Odell,05:31,https://ted.com/talks/shannon_odell_the_clever_trick_used_by_sports_betting_apps
Is this the grossest parasite?,Niko Zlotnik,05:28,https://ted.com/talks/niko_zlotnik_is_this_the_grossest_parasite
The myth of Medusa,Laura Aitken-Burt,05:26,https://ted.com/talks/laura_aitken_burt_the_myth_of_medusa
Can you solve the riddle of Pandora\'92s box?,Alex Rosenthal,05:15,https://ted.com/talks/alex_rosenthal_can_you_solve_the_riddle_of_pandora_s_box
How did detectives solve the case of the bloody fingerprints?,Theodore E. Yeshion,04:43,https://ted.com/talks/theodore_e_yeshion_how_did_detectives_solve_the_case_of_the_bloody_fingerprints
How much would it cost to buy the Sun?,Cella Wright,04:57,https://ted.com/talks/cella_wright_how_much_would_it_cost_to_buy_the_sun
A dance that turns like a machine,HEAVY BOOTS,05:50,https://ted.com/talks/heavy_boots_a_dance_that_turns_like_a_machine
No one really knows what a tree is,Max G. Levy,05:36,https://ted.com/talks/max_g_levy_no_one_really_knows_what_a_tree_is
What Earth in 2125 could look like,Iseult Gillespie,04:53,https://ted.com/talks/iseult_gillespie_what_earth_in_2125_could_look_like
The tale of the Monkey King and the Buddha,Ji Hao,05:39,https://ted.com/talks/ji_hao_the_tale_of_the_monkey_king_and_the_buddha
Why are there two tides a day?,Elise Cutts,05:03,https://ted.com/talks/elise_cutts_why_are_there_two_tides_a_day
The epic Nordic legend of the monster slayer,Iseult Gillespie,05:36,https://ted.com/talks/iseult_gillespie_the_epic_nordic_legend_of_the_monster_slayer
This is how nomadic farmers live,TED-Ed,05:48,https://ted.com/talks/ted_ed_this_is_how_nomadic_farmers_live
"The murderous medieval king who inspired ""Macbeth""",Benjamin Hudson,05:50,https://ted.com/talks/benjamin_hudson_the_murderous_medieval_king_who_inspired_macbeth
The surprising way we can cool the planet,Elise Cutts,04:58,https://ted.com/talks/elise_cutts_the_surprising_way_we_can_cool_the_planet
5 signs you\'92re a good driver,Iseult Gillespie,04:32,https://ted.com/talks/iseult_gillespie_5_signs_you_re_a_good_driver
Why don\'92t we get our drinking water from the ocean?,Manish Kumar,05:10,https://ted.com/talks/manish_kumar_why_don_t_we_get_our_drinking_water_from_the_ocean
How to see the future coming \'97 and prepare for it,Jane McGonigal,05:38,https://ted.com/talks/jane_mcgonigal_how_to_see_the_future_coming_and_prepare_for_it
This is the most common way to get head lice,Nazzy Pakpour,04:33,https://ted.com/talks/nazzy_pakpour_this_is_the_most_common_way_to_get_head_lice
A concrete plan for sustainable cement,Ryan Gilliam,05:52,https://ted.com/talks/ryan_gilliam_a_concrete_plan_for_sustainable_cement
What you miss when you focus on the average,Sharon Zicherman,05:42,https://ted.com/talks/sharon_zicherman_what_you_miss_when_you_focus_on_the_average
The solution to our energy problems is \'85 a toaster,Rachel Yang,04:05,https://ted.com/talks/rachel_yang_the_solution_to_our_energy_problems_is_a_toaster
You might be surprised by what you'd find in your pores,M. Alejandra Perotti,05:03,https://ted.com/talks/m_alejandra_perotti_you_might_be_surprised_by_what_you_d_find_in_your_pores
What you can learn crossing the ocean in a canoe,Lehua Kamalu,05:03,https://ted.com/talks/lehua_kamalu_what_you_can_learn_crossing_the_ocean_in_a_canoe
The tale of the brothers who outwitted the demon queen,Malay Bera,05:26,https://ted.com/talks/malay_bera_the_tale_of_the_brothers_who_outwitted_the_demon_queen
Where DEI falls short \'97 and how to rethink it,Y-Vonne Hutchinson,05:38,https://ted.com/talks/y_vonne_hutchinson_where_dei_falls_short_and_how_to_rethink_it
How are microchips made?,George Zaidan and Sajan Saini,05:09,https://ted.com/talks/george_zaidan_and_sajan_saini_how_are_microchips_made
A fresh approach to international development,Faisal Saeed Al Mutar,04:27,https://ted.com/talks/faisal_saeed_al_mutar_a_fresh_approach_to_international_development
"Can you ""see"" images in your mind? Some people can't",Adam Zeman,05:00,https://ted.com/talks/adam_zeman_can_you_see_images_in_your_mind_some_people_can_t
The myth of Ireland's most infamous love triangle,Iseult Gillespie,04:51,https://ted.com/talks/iseult_gillespie_the_myth_of_ireland_s_most_infamous_love_triangle
Is perfectionism just procrastination in disguise?,Jon Youshaei,05:55,https://ted.com/talks/jon_youshaei_is_perfectionism_just_procrastination_in_disguise
Why you feel stuck \'97 and how to get motivated,Shannon Odell,04:39,https://ted.com/talks/shannon_odell_why_you_feel_stuck_and_how_to_get_motivated
The secret to telling a great story \'97 in less than 60 seconds,Jenny Hoyos,03:56,https://ted.com/talks/jenny_hoyos_the_secret_to_telling_a_great_story_in_less_than_60_seconds
Is the Amazon Rainforest disappearing?,Anna Rothschild,04:45,https://ted.com/talks/anna_rothschild_is_the_amazon_rainforest_disappearing
How digital culture is reshaping our faces and bodies,Elise Hu,05:16,https://ted.com/talks/elise_hu_how_digital_culture_is_reshaping_our_faces_and_bodies
Have we reached the limit of computer power?,Sajan Saini and George Zaidan,04:56,https://ted.com/talks/sajan_saini_and_george_zaidan_have_we_reached_the_limit_of_computer_power
The history of the world according to rats,Max G. Levy,05:31,https://ted.com/talks/max_g_levy_the_history_of_the_world_according_to_rats
A hospital in the cloud bringing health care anywhere in the world,Mohamed Aburawi,04:55,https://ted.com/talks/mohamed_aburawi_a_hospital_in_the_cloud_bringing_health_care_anywhere_in_the_world
The dark history of arsenic,Neil Bradbury,05:47,https://ted.com/talks/neil_bradbury_the_dark_history_of_arsenic
A day in the life of a martial artist in medieval China,Peter Lorge,04:06,https://ted.com/talks/peter_lorge_a_day_in_the_life_of_a_martial_artist_in_medieval_china
What does poverty look like on a plate?,Huiyi Lin,04:13,https://ted.com/talks/huiyi_lin_what_does_poverty_look_like_on_a_plate
"Do you really need to take 10,000 steps a day?",Shannon Odell,05:05,https://ted.com/talks/shannon_odell_do_you_really_need_to_take_10_000_steps_a_day
The greatest show on Earth \'97 for kids who need it most,Sahba Aminikia,05:30,https://ted.com/talks/sahba_aminikia_the_greatest_show_on_earth_for_kids_who_need_it_most
How some friendships last \'97 and others don\'92t,Iseult Gillespie,04:42,https://ted.com/talks/iseult_gillespie_how_some_friendships_last_and_others_don_t
Why animals help each other,Ashley Ward,03:58,https://ted.com/talks/ashley_ward_why_animals_help_each_other
Lady Meng Jiang: The legend of the woman who outwitted an evil emperor,Juwen Zhang,04:39,https://ted.com/talks/juwen_zhang_lady_meng_jiang_the_legend_of_the_woman_who_outwitted_an_evil_emperor
How to make your stress work for you,Shannon Odell,05:12,https://ted.com/talks/shannon_odell_how_to_make_your_stress_work_for_you
This refrigerator is saving lives,Norah Magero,05:08,https://ted.com/talks/norah_magero_this_refrigerator_is_saving_lives
We rise by lifting others,Jason Keam,03:59,https://ted.com/talks/jason_keam_we_rise_by_lifting_others
Why violence is rising with global temperatures,Peter Schwartzstein,04:15,https://ted.com/talks/peter_schwartzstein_why_violence_is_rising_with_global_temperatures
How scientists are creating real-life invisibility cloaks,Max G. Levy,05:13,https://ted.com/talks/max_g_levy_how_scientists_are_creating_real_life_invisibility_cloaks
The song that sparked a movement in Afghanistan,Nila Ibrahimi,05:56,https://ted.com/talks/nila_ibrahimi_the_song_that_sparked_a_movement_in_afghanistan
How are these fires burning underground?,Emma Bryce,04:11,https://ted.com/talks/emma_bryce_how_are_these_fires_burning_underground
Why don\'92t companies want you to repair your stuff?,Aaron Perzanowski,05:43,https://ted.com/talks/aaron_perzanowski_why_don_t_companies_want_you_to_repair_your_stuff
What staying up all night does to your brain,Anna Rothschild,05:18,https://ted.com/talks/anna_rothschild_what_staying_up_all_night_does_to_your_brain
Can you solve the trickster god riddle?,Alex Rosenthal,05:40,https://ted.com/talks/alex_rosenthal_can_you_solve_the_trickster_god_riddle
This could save lives\'97 but are you willing to do it?,Sarah Stroud and Michael Vazquez,05:13,https://ted.com/talks/sarah_stroud_and_michael_vazquez_this_could_save_lives_but_are_you_willing_to_do_it
Yo! Have you ever seen a yo-yo dance like this?,Shu Takada,05:04,https://ted.com/talks/shu_takada_yo_have_you_ever_seen_a_yo_yo_dance_like_this
How does kidney transplant surgery work?,Alexander H. Toledo,04:59,https://ted.com/talks/alexander_h_toledo_how_does_kidney_transplant_surgery_work
What are the keys to a better quality of life?,Wendy Suzuki,02:01,https://ted.com/talks/wendy_suzuki_what_are_the_keys_to_a_better_quality_of_life
How do heat waves affect your body?,Carolyn Beans,05:45,https://ted.com/talks/carolyn_beans_how_do_heat_waves_affect_your_body
3 reasons why medications are so expensive in the US,Kiah Williams,05:00,https://ted.com/talks/kiah_williams_3_reasons_why_medications_are_so_expensive_in_the_us
Your empty wine bottle could help rebuild coastlines,Franziska Trautmann,05:29,https://ted.com/talks/franziska_trautmann_your_empty_wine_bottle_could_help_rebuild_coastlines
The dungeon master's riddle,Alex Rosenthal,05:03,https://ted.com/talks/alex_rosenthal_the_dungeon_master_s_riddle
How a worm could save humanity from bad AI,Ramin Hasani,04:00,https://ted.com/talks/ramin_hasani_how_a_worm_could_save_humanity_from_bad_ai
What are those colors you see when you rub your eyes?,Paul CJ Taylor,05:01,https://ted.com/talks/paul_cj_taylor_what_are_those_colors_you_see_when_you_rub_your_eyes
The real tale of the Monkey King in Heaven,Ji Hao,05:09,https://ted.com/talks/ji_hao_the_real_tale_of_the_monkey_king_in_heaven
A medical mythbuster's mission to improve health care,Joel Bervell,05:47,https://ted.com/talks/joel_bervell_a_medical_mythbuster_s_mission_to_improve_health_care
Why smell matters more than you think,Paule Joseph,05:09,https://ted.com/talks/paule_joseph_why_smell_matters_more_than_you_think
Why do some bodies respond differently to disease?,Erika Moore,04:27,https://ted.com/talks/erika_moore_why_do_some_bodies_respond_differently_to_disease
A lens on Georgia's survival in the shadow of a superpower,Daro Sulakauri,04:29,https://ted.com/talks/daro_sulakauri_a_lens_on_georgia_s_survival_in_the_shadow_of_a_superpower
This mushroom will kill you before you know what\'92s happening,Michael Beug,05:16,https://ted.com/talks/michael_beug_this_mushroom_will_kill_you_before_you_know_what_s_happening
Greek mythology\'92s greatest warrior,Iseult Gillespie,05:21,https://ted.com/talks/iseult_gillespie_greek_mythology_s_greatest_warrior
Are there any places on Earth with no bugs?,Charles Wallace,04:41,https://ted.com/talks/charles_wallace_are_there_any_places_on_earth_with_no_bugs
You'll travel 1 trillion kilometers through space,Fabio Pacucci and Lindsay DeMarchi,05:18,https://ted.com/talks/fabio_pacucci_and_lindsay_demarchi_you_ll_travel_1_trillion_kilometers_through_space
Why did it take so long to find giant squids?,Anna Rothschild,05:14,https://ted.com/talks/anna_rothschild_why_did_it_take_so_long_to_find_giant_squids
"What is hysteria, and why were so many women diagnosed with it?",Mark S. Micale,05:28,https://ted.com/talks/mark_s_micale_what_is_hysteria_and_why_were_so_many_women_diagnosed_with_it
The birth of the galaxy in 60 seconds,Scott Hershberger,05:07,https://ted.com/talks/scott_hershberger_the_birth_of_the_galaxy_in_60_seconds
What\'92s the best way to treat the common cold?,TED-Ed,05:21,https://ted.com/talks/ted_ed_what_s_the_best_way_to_treat_the_common_cold
The deadliest thing in your kitchen,George Zaidan,04:27,https://ted.com/talks/george_zaidan_the_deadliest_thing_in_your_kitchen
How do animals regrow their limbs? And why can't humans do it?,Jessica Whited,05:08,https://ted.com/talks/jessica_whited_how_do_animals_regrow_their_limbs_and_why_can_t_humans_do_it
What does appendix pain feel like?,David R. Flum,05:17,https://ted.com/talks/david_r_flum_what_does_appendix_pain_feel_like
The surprising reason zebras have stripes,Cella Wright,05:35,https://ted.com/talks/cella_wright_the_surprising_reason_zebras_have_stripes
Are you more likely to explode or freeze in space?,Tejal Gala,04:56,https://ted.com/talks/tejal_gala_are_you_more_likely_to_explode_or_freeze_in_space
The beautiful paradoxes of a multicultural identity,Farhad Mohit,04:51,https://ted.com/talks/farhad_mohit_the_beautiful_paradoxes_of_a_multicultural_identity
The tale of the boy who tricked a tyrant,Paschal Kyiiripuo Kyoore,04:21,https://ted.com/talks/paschal_kyiiripuo_kyoore_the_tale_of_the_boy_who_tricked_a_tyrant
The tragedy of the one guy who was right about the Trojan Horse,Noah Charney,05:33,https://ted.com/talks/noah_charney_the_tragedy_of_the_one_guy_who_was_right_about_the_trojan_horse
Is this the most valuable thing in the ocean?,David Biello,05:16,https://ted.com/talks/david_biello_is_this_the_most_valuable_thing_in_the_ocean
How do bulletproof vests work?,Max G. Levy,04:56,https://ted.com/talks/max_g_levy_how_do_bulletproof_vests_work
Why is it so dangerous to step on a rusty nail?,Louise Thwaites,04:29,https://ted.com/talks/louise_thwaites_why_is_it_so_dangerous_to_step_on_a_rusty_nail
What are warts \'97 and how do you get rid of them?,Cella Wright,04:52,https://ted.com/talks/cella_wright_what_are_warts_and_how_do_you_get_rid_of_them
The most dangerous elements on the periodic table,Shannon Odell,04:19,https://ted.com/talks/shannon_odell_the_most_dangerous_elements_on_the_periodic_table
Why did people wear powdered wigs?,Stephanie Honchell Smith,05:19,https://ted.com/talks/stephanie_honchell_smith_why_did_people_wear_powdered_wigs
Why is Alzheimer\'92s disease so difficult to treat?,Krishna Sudhir,05:30,https://ted.com/talks/krishna_sudhir_why_is_alzheimer_s_disease_so_difficult_to_treat
Why does hitting your funny bone feel so horrible?,Cella Wright,03:58,https://ted.com/talks/cella_wright_why_does_hitting_your_funny_bone_feel_so_horrible
Why are scientists shooting mushrooms into space?,Shannon Odell,05:08,https://ted.com/talks/shannon_odell_why_are_scientists_shooting_mushrooms_into_space
The coolest stuff animals can do with their tongues,Cella Wright,04:56,https://ted.com/talks/cella_wright_the_coolest_stuff_animals_can_do_with_their_tongues
The fall of the House of Cadmus,Iseult Gillespie,04:36,https://ted.com/talks/iseult_gillespie_the_fall_of_the_house_of_cadmus
Why fish are better at breathing than you are,Dan Kwartler,05:00,https://ted.com/talks/dan_kwartler_why_fish_are_better_at_breathing_than_you_are
What happens in your body during a miscarriage?,Nassim Assefi and Emily M. Godfrey,05:22,https://ted.com/talks/nassim_assefi_and_emily_m_godfrey_what_happens_in_your_body_during_a_miscarriage
How close are we to powering the world with nuclear fusion?,George Zaidan,04:36,https://ted.com/talks/george_zaidan_how_close_are_we_to_powering_the_world_with_nuclear_fusion
How do doctors determine what stage of cancer you have?,Hyunsoo Joshua No and Trudy Wu,05:08,https://ted.com/talks/hyunsoo_joshua_no_and_trudy_wu_how_do_doctors_determine_what_stage_of_cancer_you_have
The secret behind how Chinese characters work,Gina Marie Elia,04:30,https://ted.com/talks/gina_marie_elia_the_secret_behind_how_chinese_characters_work
What really happened to Oedipus?,Stephen Esposito,05:21,https://ted.com/talks/stephen_esposito_what_really_happened_to_oedipus
\'93where you from?\'94 An ode to the Bronx,Stephanie Pacheco,03:54,https://ted.com/talks/stephanie_pacheco_where_you_from_an_ode_to_the_bronx
Can you solve the basketball riddle?,Dan Katz,05:52,https://ted.com/talks/dan_katz_can_you_solve_the_basketball_riddle
These animals can hear everything,Jakob Christensen-Dalsgaard,05:05,https://ted.com/talks/jakob_christensen_dalsgaard_these_animals_can_hear_everything
"How to love, according to Rumi",Stephanie Honchell Smith,05:50,https://ted.com/talks/stephanie_honchell_smith_how_to_love_according_to_rumi
One surgeon's obsession with head transplants,Max G. Levy,05:12,https://ted.com/talks/max_g_levy_one_surgeon_s_obsession_with_head_transplants
How did ancient civilizations make ice cream?,Vivian Jiang,04:34,https://ted.com/talks/vivian_jiang_how_did_ancient_civilizations_make_ice_cream
How does an air conditioner actually work?,Anna Rothschild,04:33,https://ted.com/talks/anna_rothschild_how_does_an_air_conditioner_actually_work
Why is English so confusing?,Arika Okrent,05:13,https://ted.com/talks/arika_okrent_why_is_english_so_confusing
Can AI predict someone's breakup?,Thomas Hofweber,04:24,https://ted.com/talks/thomas_hofweber_can_ai_predict_someone_s_breakup
Has there ever been a good dictator?,Stephanie Honchell Smith,05:30,https://ted.com/talks/stephanie_honchell_smith_has_there_ever_been_a_good_dictator
Scientists are obsessed with this lake,Nicola Storelli and Daniele Zanzi,05:17,https://ted.com/talks/nicola_storelli_and_daniele_zanzi_scientists_are_obsessed_with_this_lake
How could so many people support Hitler?,Joseph Lacey,04:49,https://ted.com/talks/joseph_lacey_how_could_so_many_people_support_hitler
Why do bugs swarm over water?,Luke M. Jacobus,04:53,https://ted.com/talks/luke_m_jacobus_why_do_bugs_swarm_over_water
How to increase your happiness,TED-Ed,05:49,https://ted.com/talks/ted_ed_how_to_increase_your_happiness
How do gas masks actually work?,George Zaidan,04:14,https://ted.com/talks/george_zaidan_how_do_gas_masks_actually_work
What TED will look like in 40 years \'97 according to Sora,"TED, OpenAI and Paul Trillo",01:46,https://ted.com/talks/ted_openai_and_paul_trillo_what_ted_will_look_like_in_40_years_according_to_sora
The rise and fall of the Maya Empire\'92s most powerful city,Geoffrey E. Braswell,05:12,https://ted.com/talks/geoffrey_e_braswell_the_rise_and_fall_of_the_maya_empire_s_most_powerful_city
Does math have a major flaw?,Jacqueline Doan and Alex Kazachek,04:58,https://ted.com/talks/jacqueline_doan_and_alex_kazachek_does_math_have_a_major_flaw
Picture a perfect society. What does it look like?,Joseph Lacey,05:35,https://ted.com/talks/joseph_lacey_picture_a_perfect_society_what_does_it_look_like
How to prevent political corruption,Stephanie Honchell Smith,05:03,https://ted.com/talks/stephanie_honchell_smith_how_to_prevent_political_corruption
The true story behind the legend of the 47 R\u333 nin,Adam Clulow,04:59,https://ted.com/talks/adam_clulow_the_true_story_behind_the_legend_of_the_47_ronin
"Why is ""The Scream"" screaming?",Noah Charney,05:03,https://ted.com/talks/noah_charney_why_is_the_scream_screaming
What is earwax \'97 and should you get rid of it?,Henry Ou,05:39,https://ted.com/talks/henry_ou_what_is_earwax_and_should_you_get_rid_of_it
What Earth in 2050 could look like,Shannon Odell,04:38,https://ted.com/talks/shannon_odell_what_earth_in_2050_could_look_like
The Greek myth of Demeter's revenge,Iseult Gillespie,05:36,https://ted.com/talks/iseult_gillespie_the_greek_myth_of_demeter_s_revenge
The underground cities of the Byzantine Empire,Veronica Kalas,05:11,https://ted.com/talks/veronica_kalas_the_underground_cities_of_the_byzantine_empire
"What causes addiction, and why is it so hard to treat?",Judy Grisel,05:17,https://ted.com/talks/judy_grisel_what_causes_addiction_and_why_is_it_so_hard_to_treat
Why was the Rosetta Stone so important?,Franziska Naether,04:56,https://ted.com/talks/franziska_naether_why_was_the_rosetta_stone_so_important
One of the world\'92s oldest condiments,Dan Kwartler,05:00,https://ted.com/talks/dan_kwartler_one_of_the_world_s_oldest_condiments
5 philosophers on anger,Delaney Thull,04:07,https://ted.com/talks/delaney_thull_5_philosophers_on_anger
How humanity got hooked on coffee,Jonathan Morris,05:17,https://ted.com/talks/jonathan_morris_how_humanity_got_hooked_on_coffee
The drumline meets the danceline,Mahogany-N-Motion,03:10,https://ted.com/talks/mahogany_n_motion_the_drumline_meets_the_danceline
Will the real Fernando please stand up?,Ilan Stavans,04:38,https://ted.com/talks/ilan_stavans_will_the_real_fernando_please_stand_up
Can you solve the magical maze riddle?,Alex Rosenthal,04:31,https://ted.com/talks/alex_rosenthal_can_you_solve_the_magical_maze_riddle
The warrior who defeated the mighty Mughals,Stephanie Honchell Smith,04:59,https://ted.com/talks/stephanie_honchell_smith_the_warrior_who_defeated_the_mighty_mughals
When ancient wisdom beats modern industry,Rebecca Webster,05:31,https://ted.com/talks/rebecca_webster_when_ancient_wisdom_beats_modern_industry
Why can't you put metal in a microwave?,Aaron Slepkov,05:28,https://ted.com/talks/aaron_slepkov_why_can_t_you_put_metal_in_a_microwave
The Fijian myth of the greedy god,Raiana McKinney and Esther Wozniak,04:41,https://ted.com/talks/raiana_mckinney_and_esther_wozniak_the_fijian_myth_of_the_greedy_god
Is Chandigarh a perfectly planned city?,Vikram\u257 ditya Prak\u257 sh,04:57,https://ted.com/talks/vikramaditya_prakash_is_chandigarh_a_perfectly_planned_city
The corpse flower may keep you up at night,Daniel Nickrent,05:09,https://ted.com/talks/daniel_nickrent_the_corpse_flower_may_keep_you_up_at_night
How does alcohol cause blackouts?,Shannon Odell,04:34,https://ted.com/talks/shannon_odell_how_does_alcohol_cause_blackouts
The real reason dodo birds went extinct,Leon Claessens,05:11,https://ted.com/talks/leon_claessens_the_real_reason_dodo_birds_went_extinct
Would you raise the baby that ate your siblings?,Francesca Barbero,04:57,https://ted.com/talks/francesca_barbero_would_you_raise_the_baby_that_ate_your_siblings
How to know if you're selfish (and whether or not that's bad),Mark Hopwood,05:41,https://ted.com/talks/mark_hopwood_how_to_know_if_you_re_selfish_and_whether_or_not_that_s_bad
AI Jeopardy with a magic twist,Robert Strong,03:04,https://ted.com/talks/robert_strong_ai_jeopardy_with_a_magic_twist
How much would it cost to buy the ocean?,Astrid J. Hsu,04:40,https://ted.com/talks/astrid_j_hsu_how_much_would_it_cost_to_buy_the_ocean
Why is rice so popular?,Carolyn Beans,04:32,https://ted.com/talks/carolyn_beans_why_is_rice_so_popular
Are pandas the most misunderstood animal?,Lucy Cooke,05:05,https://ted.com/talks/lucy_cooke_are_pandas_the_most_misunderstood_animal
Why is Texas hold 'em so popular?,James McManus,05:23,https://ted.com/talks/james_mcmanus_why_is_texas_hold_em_so_popular
How to get motivated even when you don\'92t feel like it,TED-Ed,05:07,https://ted.com/talks/ted_ed_how_to_get_motivated_even_when_you_don_t_feel_like_it
The science of laughter,Sasha Winkler,05:01,https://ted.com/talks/sasha_winkler_the_science_of_laughter
Does planting trees actually cool the planet?,Carolyn Beans,05:20,https://ted.com/talks/carolyn_beans_does_planting_trees_actually_cool_the_planet
How does whale communication work?,David Gruber and Shane Gero,05:18,https://ted.com/talks/david_gruber_and_shane_gero_how_does_whale_communication_work
The largest river on Earth is actually in the sky,Iseult Gillespie,05:15,https://ted.com/talks/iseult_gillespie_the_largest_river_on_earth_is_actually_in_the_sky
Why science needs to get behind natural medicine,Jeff Chen,03:37,https://ted.com/talks/jeff_chen_why_science_needs_to_get_behind_natural_medicine
The unifying power of grace,Sean Goode,03:38,https://ted.com/talks/sean_goode_the_unifying_power_of_grace
How stem cells orchestrate healing \'97 and how to speed it up,Kevin Stone,03:22,https://ted.com/talks/kevin_stone_how_stem_cells_orchestrate_healing_and_how_to_speed_it_up
The future of repairing the human body,Nina Tandon,05:19,https://ted.com/talks/nina_tandon_the_future_of_repairing_the_human_body
"True love \'97 and the myth of ""happily ever after""",Francesca Hogi,03:28,https://ted.com/talks/francesca_hogi_true_love_and_the_myth_of_happily_ever_after
The rights you might not realize you have,Shannon Odell,05:15,https://ted.com/talks/shannon_odell_the_rights_you_might_not_realize_you_have
How to make smart decisions more easily,TED-Ed,04:57,https://ted.com/talks/ted_ed_how_to_make_smart_decisions_more_easily
